location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,aged_65_older,gdp_per_capita,cardiovasc_death_rate,population
Anguilla,Apr-21,1154,68,2043247.52,4254.82933,72683.763,4282.926,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,476310
Anguilla,Apr-22,82007,88,270,4254.82933,5165144.556,5542.609,17005.74,46.89895295,258.3382356,573342.9311,7684.160669,476310
Anguilla,May-20,93,361800.8422,2043247.52,4254.82933,5857.543,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,May-21,3249,16,2043247.52,4254.82933,204635.64,1007.747,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,May-22,93635,415,279,4254.82933,5897524.721,26138.439,17572.598,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,Jun-20,90,361800.8422,2043247.52,4254.82933,5668.59,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,476310
Anguilla,Jun-21,3270,361800.8422,2043247.52,4254.82933,205958.31,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,476310
Anguilla,Jun-22,101087,253,270,4254.82933,6366882.906,15935,17005.74,46.89895295,258.3382356,573342.9311,7684.160669,476310
Anguilla,Jul-20,93,361800.8422,2043247.52,4254.82933,5857.543,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,Jul-21,3466,4,2043247.52,4254.82933,218303.208,251.936,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,Jul-22,108919,124,288,1,6860175.103,7810.04,18139.454,62.984,258.3382356,573342.9311,7684.160669,492187
Anguilla,Aug-20,93,361800.8422,2043247.52,4254.82933,5857.543,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,Aug-21,4525,104,2043247.52,4254.82933,285003.466,6550.356,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,Aug-22,114842,257,313,1,7233230.457,16186.937,19714.054,62.984,258.3382356,573342.9311,7684.160669,492187
Anguilla,Sep-20,90,361800.8422,2043247.52,4254.82933,5668.59,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,476310
Anguilla,Sep-21,9756,192,10,1,614473.769,12092.964,629.84,62.984,258.3382356,573342.9311,7684.160669,476310
Anguilla,Sep-22,115604,28,356,1,7281224.409,1763.557,22422.364,62.984,258.3382356,573342.9311,7684.160669,476310
Antigua and Barbuda,Jan-21,5759,75,175,2,61414.921,799.808,1866.231,21.328,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Jan-22,168724,2344,3766,8,1799300.428,24996.8,40161.25,85.313,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Oct-20,3586,27,93,4254.82933,38241.692,287.93,991.752,46.89895295,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Oct-21,118561,827,2912,23,1264353.968,8819.262,31054.046,245.272,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Oct-22,282198,8,4526,4254.82933,3009405.795,85.313,48266.008,46.89895295,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Nov-20,4047,13,107,1,43157.875,138.633,1141.065,10.664,207.99,644728.29,5745.33,2813160
Antigua and Barbuda,Nov-21,123417,83,3271,15,1316139.15,885.125,34882.481,159.961,207.99,644728.29,5745.33,2813160
Antigua and Barbuda,Nov-22,273180,361800.8422,4380,4254.82933,2913236.37,5787.218869,46709.04,46.89895295,207.99,644728.29,5745.33,2813160
Antigua and Barbuda,Dec-20,4656,18,143,1,49652.347,191.952,1524.983,10.664,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Dec-21,129927,142,3638,2,1385562.856,1514.309,38796.223,21.328,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Dec-22,91060,361800.8422,1460,4254.82933,971078.79,5787.218869,15569.68,46.89895295,69.33,214909.43,1915.11,937720
Antigua and Barbuda,Feb-21,12957,496,279,7,138175.574,5289.426,2975.296,74.648,194.124,601746.404,5362.308,2625616
Antigua and Barbuda,Feb-22,201388,810,3718,8,2147634.689,8637.973,39649.363,85.313,194.124,601746.404,5362.308,2625616
Antigua and Barbuda,Mar-20,61,7,2043247.52,4254.82933,650.51,74.649,20981.03037,46.89895295,131.727,408327.917,3638.709,1781668
Antigua and Barbuda,Mar-21,30085,406,770,14,320831.374,4329.649,8211.406,149.297,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Mar-22,231549,54,4185,4254.82933,2469276.546,575.864,44629.522,46.89895295,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Apr-20,617,17,62,3,6579.788,181.29,661.168,31.992,207.99,644728.29,5745.33,2813160
Antigua and Barbuda,Apr-21,36073,96,911,4,384688.394,1023.758,9715.054,42.656,207.99,644728.29,5745.33,2813160
Antigua and Barbuda,Apr-22,226197,135,4053,1,2412201.939,1439.663,43221.852,10.664,207.99,644728.29,5745.33,2813160
Antigua and Barbuda,May-20,776,2,93,4254.82933,8275.388,21.328,991.752,46.89895295,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,May-21,38611,29,1144,10,411754.04,309.259,12199.801,106.641,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,May-22,243182,627,4258,2,2593332.764,6686.431,45408.008,21.328,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Jun-20,1026,43,90,4254.82933,10941.426,458.559,959.76,46.89895295,207.99,644728.29,5745.33,2813160
Antigua and Barbuda,Jun-21,37885,3,1260,4254.82933,404011.85,31.992,13436.85,46.89895295,207.99,644728.29,5745.33,2813160
Antigua and Barbuda,Jun-22,255181,388,4192,3,2721292.073,4137.696,44704.178,31.992,207.99,644728.29,5745.33,2813160
Antigua and Barbuda,Jul-20,2366,23,93,4254.82933,25231.404,245.275,991.752,46.89895295,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Jul-21,39480,40,1310,1,421021.199,426.564,13970.057,10.664,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Jul-22,269915,132,4436,3,2878417.867,1407.668,47306.233,31.992,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Aug-20,2881,3,93,4254.82933,30723.449,31.992,991.752,46.89895295,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Aug-21,44775,412,1335,1,477487.949,4393.635,14236.657,10.664,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Aug-22,274686,201,4472,1,2929296.593,2143.497,47690.152,10.664,214.923,666219.233,5936.841,2906932
Antigua and Barbuda,Sep-20,2886,7,90,4254.82933,30776.786,74.648,959.76,46.89895295,207.99,644728.29,5745.33,2813160
Antigua and Barbuda,Sep-21,71908,1516,1627,35,766838.714,16166.872,17350.597,373.244,207.99,644728.29,5745.33,2813160
Antigua and Barbuda,Sep-22,270221,124,4355,1,2881681.103,1322.356,46442.44,10.664,207.99,644728.29,5745.33,2813160
Argentina,Jan-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,347.138,586951.117,5921.992,1410820044
Argentina,Jan-21,55312462,301725,1412028,4729,1215382.734,6629.814,31026.541,103.911,347.138,586951.117,5921.992,1410820044
Argentina,Jan-22,219509876,2724248,3675187,4104,4823298.464,59860.002,80755.018,90.178,347.138,586951.117,5921.992,1410820044
Argentina,Oct-20,29922509,415923,795200,14065,657488.378,9139.09,17472.957,309.053,347.138,586951.117,5921.992,1410820044
Argentina,Oct-21,163452993,31905,3584551,771,3591558.545,701.05,78763.467,16.941,347.138,586951.117,5921.992,1410820044
Argentina,Oct-22,301151883,10455,4028787,94,6617221.252,229.729,88524.682,2.066,347.138,586951.117,5921.992,1410820044
Argentina,Nov-20,39307295,257609,1062692,7728,863700.619,5660.453,23350.572,169.808,335.94,568017.21,5730.96,1365309720
Argentina,Nov-21,159264713,41941,3488482,639,3499529.313,921.572,76652.541,14.039,335.94,568017.21,5730.96,1365309720
Argentina,Nov-22,291664481,8372,3900272,34,6408754.218,183.958,85700.816,0.748,335.94,568017.21,5730.96,1365309720
Argentina,Dec-20,47136788,200981,1278031,4515,1035738.351,4416.162,28082.22,99.208,347.138,586951.117,5921.992,1410820044
Argentina,Dec-21,167592259,323660,3622740,580,3682510.784,7111.792,79602.598,12.744,347.138,586951.117,5921.992,1410820044
Argentina,Dec-22,97360733,12609,1300313,9,2139310.916,277.058,28571.826,0.198,111.98,189339.07,1910.32,455103240
Argentina,Feb-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,324.742,549083.303,5539.928,1319799396
Argentina,Feb-21,56733848,180126,1407809,3991,1246614.901,3957.915,30933.838,87.696,313.544,530149.396,5348.896,1274289072
Argentina,Feb-22,244540254,522000,3479596,4879,5373291.872,11469.924,76457.289,107.205,313.544,530149.396,5348.896,1274289072
Argentina,Mar-20,6529,1054,158,27,143.463,23.163,3.473,0.594,347.138,586951.117,5921.992,1410820044
Argentina,Mar-21,68713761,241456,1674835,3893,1509849.964,5305.52,36801.213,85.544,347.138,586951.117,5921.992,1410820044
Argentina,Mar-22,278486987,137255,3946404,1867,6119204.663,3015.911,86714.478,41.021,347.138,586951.117,5921.992,1410820044
Argentina,Apr-20,77576,3374,3482,191,1704.581,74.137,76.51,4.202,335.94,568017.21,5730.96,1365309720
Argentina,Apr-21,79416752,628542,1774449,8007,1745027.174,13810.973,38990.032,175.938,335.94,568017.21,5730.96,1365309720
Argentina,Apr-22,271731352,34319,3849026,523,5970762.856,754.091,84574.782,11.492,335.94,568017.21,5730.96,1365309720
Argentina,May-20,275556,12423,11562,321,6054.803,272.972,254.051,7.061,347.138,586951.117,5921.992,1410820044
Argentina,May-21,103825064,804421,2196043,14228,2281351.896,17675.574,48253.733,312.633,347.138,586951.117,5921.992,1410820044
Argentina,May-22,283185384,158343,3991548,347,6222442.711,3479.276,87706.429,7.625,347.138,586951.117,5921.992,1410820044
Argentina,Jun-20,1091252,47679,26775,768,23978.117,1047.65,588.328,16.874,335.94,568017.21,5730.96,1365309720
Argentina,Jun-21,125059837,688590,2601189,16211,2747944.334,15130.413,57156.021,356.208,335.94,568017.21,5730.96,1365309720
Argentina,Jun-22,279205423,136599,3869745,181,6134990.892,3001.495,85030.045,3.977,335.94,568017.21,5730.96,1365309720
Argentina,Jul-20,3728771,126772,69223,2236,81932.424,2785.565,1521.038,49.132,347.138,586951.117,5921.992,1410820044
Argentina,Jul-21,146386195,459390,3120501,11417,3216549.173,10094.193,68566.881,250.865,347.138,586951.117,5921.992,1410820044
Argentina,Jul-22,292851853,193135,4004647,299,6434844.388,4243.763,87994.255,6.57,347.138,586951.117,5921.992,1410820044
Argentina,Aug-20,9244163,226433,183974,5117,203122.327,4975.422,4042.466,112.44,347.138,586951.117,5921.992,1410820044
Argentina,Aug-21,157553999,255856,3383419,6091,3461939.733,5621.936,74343.989,133.838,347.138,586951.117,5921.992,1410820044
Argentina,Aug-22,298337341,117918,4015622,342,6555377.217,2591.016,88235.408,7.515,347.138,586951.117,5921.992,1410820044
Argentina,Sep-20,17545982,333266,371729,8277,385538.498,7322.869,8168.014,181.872,335.94,568017.21,5730.96,1365309720
Argentina,Sep-21,156899177,71282,3415136,3367,3447551.308,1566.283,75040.904,73.985,335.94,568017.21,5730.96,1365309720
Argentina,Sep-22,290926129,30195,3894693,186,6392530.386,663.475,85578.23,4.086,335.94,568017.21,5730.96,1365309720
Armenia,Jan-21,5076072,7617,92132,257,1825615.217,2739.464,33135.383,92.43,348.192,272414.98,10571.31,86194632
Armenia,Jan-22,10862656,22865,248466,81,3906766.909,8223.423,89361.085,29.133,348.192,272414.98,10571.31,86194632
Armenia,Oct-20,2012415,39454,33744,382,723767.403,14189.681,12136.07,137.391,348.192,272414.98,10571.31,86194632
Armenia,Oct-21,8750263,46629,178825,1009,3147042.3,16770.172,64314.617,362.889,348.192,272414.98,10571.31,86194632
Armenia,Oct-22,13778644,2367,269696,26,4955505.391,851.294,96996.477,9.351,348.192,272414.98,10571.31,86194632
Armenia,Nov-20,3480514,45311,53074,823,1251770.92,16296.153,19088.126,295.994,336.96,263627.4,10230.3,83414160
Armenia,Nov-21,9833856,30192,211075,1239,3536757.791,10858.587,75913.371,445.609,336.96,263627.4,10230.3,83414160
Armenia,Nov-22,13364450,495,261273,1,4806540.036,178.028,93967.14,0.36,336.96,263627.4,10230.3,83414160
Armenia,Dec-20,4636215,24285,78705,659,1667420.136,8734.129,28306.345,237.011,348.192,272414.98,10571.31,86194632
Armenia,Dec-21,10626338,6412,242872,407,3821774.863,2306.084,87349.199,146.38,348.192,272414.98,10571.31,86194632
Armenia,Dec-22,4457916,91,87112,2,1603294.694,32.728,31329.934,0.719,112.32,87875.8,3410.1,27804720
Armenia,Feb-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,303.264,237264.66,9207.27,75072744
Armenia,Feb-21,4741148,5032,87995,112,1705159.412,1809.763,31647.502,40.283,314.496,246052.24,9548.28,77853216
Armenia,Feb-22,11308526,52037,230317,408,4067124.574,18715.169,82833.777,146.738,314.496,246052.24,9548.28,77853216
Armenia,Mar-20,4099,532,12,3,1474.215,191.336,4.317,1.079,348.192,272414.98,10571.31,86194632
Armenia,Mar-21,5603135,20581,102663,323,2015174.042,7401.98,36922.87,116.169,348.192,272414.98,10571.31,86194632
Armenia,Mar-22,13079093,2687,265776,152,4703911.062,966.382,95586.65,54.667,348.192,272414.98,10571.31,86194632
Armenia,Apr-20,36511,1534,527,29,13131.224,551.704,189.539,10.433,336.96,263627.4,10230.3,83414160
Armenia,Apr-21,6176164,23425,114772,593,2221264.592,8424.828,41277.882,213.271,336.96,263627.4,10230.3,83414160
Armenia,Apr-22,12681842,348,258615,9,4561039.277,125.159,93011.181,3.238,336.96,263627.4,10230.3,83414160
Armenia,May-20,151445,7216,2012,99,54467.371,2595.242,723.619,35.612,348.192,272414.98,10571.31,86194632
Armenia,May-21,6831987,6606,133516,330,2457132.095,2375.856,48019.186,118.685,348.192,272414.98,10571.31,86194632
Armenia,May-22,13110214,96,267316,3,4715103.775,34.527,96140.51,1.08,348.192,272414.98,10571.31,86194632
Armenia,Jun-20,520967,16260,8745,312,187366.389,5847.93,3145.15,112.213,336.96,263627.4,10230.3,83414160
Armenia,Jun-21,6716751,2425,134539,76,2415687.333,872.153,48387.108,27.337,336.96,263627.4,10230.3,83414160
Armenia,Jun-22,12691827,280,258850,4,4564630.394,100.703,93095.705,1.439,336.96,263627.4,10230.3,83414160
Armenia,Jul-20,1026463,13008,18701,295,369168.616,4678.346,6725.836,106.099,348.192,272414.98,10571.31,86194632
Armenia,Jul-21,7046137,5015,141368,100,2534151.397,1803.651,50843.166,35.968,348.192,272414.98,10571.31,86194632
Armenia,Jul-22,13148400,2122,267527,4,4728837.406,763.18,96216.403,1.439,348.192,272414.98,10571.31,86194632
Armenia,Aug-20,1286089,5231,25394,141,462543.414,1881.336,9132.982,50.709,348.192,272414.98,10571.31,86194632
Armenia,Aug-21,7298355,12025,146024,230,2624861.894,4324.805,52517.702,82.722,348.192,272414.98,10571.31,86194632
Armenia,Aug-22,13328334,9033,267904,22,4793550.877,3248.729,96351.985,7.912,348.192,272414.98,10571.31,86194632
Armenia,Sep-20,1398359,6578,27637,80,502921.448,2365.785,9939.677,28.773,336.96,263627.4,10230.3,83414160
Armenia,Sep-21,7541311,19562,152283,475,2712241.305,7035.493,54768.76,170.83,336.96,263627.4,10230.3,83414160
Armenia,Sep-22,13174278,8477,260105,28,4738144.461,3048.764,93547.061,10.072,336.96,263627.4,10230.3,83414160
Aruba,Jan-21,195818,1477,1645,10,1839374.783,13873.886,15451.956,93.931,405.635,1115187.211,7684.160669,3300229
Aruba,Jan-22,908197,12539,5767,12,8530955.577,117782.433,54171.084,112.72,405.635,1115187.211,7684.160669,3300229
Aruba,Oct-20,132575,550,1036,12,1245315.097,5166.306,9731.445,112.718,405.635,1115187.211,7684.160669,3300229
Aruba,Oct-21,487079,425,5260,5,4575273.106,3992.144,49408.693,46.965,405.635,1115187.211,7684.160669,3300229
Aruba,Oct-22,1352951,1218,7168,2,12708657.79,11441.024,67331.089,18.787,405.635,1115187.211,7684.160669,3300229
Aruba,Nov-20,140189,332,1284,7,1316835.588,3118.57,12060.983,65.751,392.55,1079213.43,7684.160669,3193770
Aruba,Nov-21,483730,429,5176,3,4543814.99,4029.721,48619.652,28.179,392.55,1079213.43,7684.160669,3193770
Aruba,Nov-22,1303979,307,7033,4,12248649.72,2883.739,66062.994,37.572,392.55,1079213.43,7684.160669,3193770
Aruba,Dec-20,158810,644,1447,4,1491747.996,6049.275,13592.09,37.573,405.635,1115187.211,7684.160669,3300229
Aruba,Dec-21,530604,4107,5522,7,4984115.951,38578.232,51869.735,65.752,405.635,1115187.211,7684.160669,3300229
Aruba,Dec-22,436618,52,2536,44,4101278.424,488.451,23821.38,413.305,130.85,359737.81,7684.160669,1064590
Aruba,Feb-21,208693,925,1886,14,1960313.36,8688.792,17715.741,131.507,366.38,1007265.868,7684.160669,2980852
Aruba,Feb-22,937441,684,5613,18,8805652.882,6425.008,52724.524,169.079,366.38,1007265.868,7684.160669,2980852
Aruba,Mar-20,338,55,2043247.52,4254.82933,3174.931,516.629,20981.03037,46.89895295,248.615,683501.839,7684.160669,2022721
Aruba,Mar-21,265688,1552,2463,13,2495683.786,14578.382,23135.671,122.11,405.635,1115187.211,7684.160669,3300229
Aruba,Mar-22,1048294,282,6569,1,9846926.989,2648.907,61704.508,9.393,405.635,1115187.211,7684.160669,3300229
Aruba,Apr-20,2634,45,31,2,24741.92,422.698,291.198,18.786,392.55,1079213.43,7684.160669,3193770
Aruba,Apr-21,305143,1195,2792,13,2866295.944,11224.979,26226.052,122.112,392.55,1079213.43,7684.160669,3193770
Aruba,Apr-22,1030627,880,6419,59,9680975.773,8266.093,60295.514,554.204,392.55,1079213.43,7684.160669,3193770
Aruba,May-20,3127,1,87,1,29372.81,9.393,817.222,9.393,405.635,1115187.211,7684.160669,3300229
Aruba,May-21,336048,347,3223,8,3156595.497,3259.467,30274.567,75.145,405.635,1115187.211,7684.160669,3300229
Aruba,May-22,1111264,2188,6591,1,10438422.3,20552.512,61911.154,9.393,405.635,1115187.211,7684.160669,3300229
Aruba,Jun-20,3034,2,90,4254.82933,28499.234,18.787,845.4,46.89895295,392.55,1079213.43,7684.160669,3193770
Aruba,Jun-21,332570,153,3210,4254.82933,3123925.644,1437.171,30152.46,46.89895295,392.55,1079213.43,7684.160669,3193770
Aruba,Jun-22,1179397,3684,6540,8,11078415.17,34604.87,61432.103,75.147,392.55,1079213.43,7684.160669,3193770
Aruba,Jul-20,3436,18,93,4254.82933,32275.334,169.079,873.58,46.89895295,405.635,1115187.211,7684.160669,3300229
Aruba,Jul-21,349524,592,3351,3,3283179.443,5560.827,31476.907,28.179,405.635,1115187.211,7684.160669,3300229
Aruba,Jul-22,1288600,1362,6927,3,12104190.35,12793.657,65067.295,28.18,405.635,1115187.211,7684.160669,3300229
Aruba,Aug-20,32928,1885,161,7,309302.172,17706.346,1512.32,65.751,405.635,1115187.211,7684.160669,3300229
Aruba,Aug-21,412255,2846,3763,36,3872429.762,26733.294,35346.941,338.16,405.635,1115187.211,7684.160669,3300229
Aruba,Aug-22,1318837,768,7019,3,12388215.19,7214.046,65931.481,28.18,405.635,1115187.211,7684.160669,3300229
Aruba,Sep-20,94766,1957,599,17,890164.287,18382.662,5626.578,159.685,392.55,1079213.43,7684.160669,3193770
Aruba,Sep-21,454147,924,4703,20,4265933.362,8679.396,44176.632,187.863,392.55,1079213.43,7684.160669,3193770
Aruba,Sep-22,1288500,122,6840,3,12103251.01,1145.981,64250.094,28.18,392.55,1079213.43,7684.160669,3193770
Asia,Jan-20,38391,9333,889,196,8.132,1.976,0.189,0.041,258.3382356,573342.9311,7684.160669,47213833700
Asia,Jan-21,681350520,2398667,11041274,35517,144311.63,508.044,2338.566,7.524,258.3382356,573342.9311,7684.160669,1.46363E+11
Asia,Jan-22,2836081336,15851264,39590110,37417,600688.637,3357.334,8385.277,7.924,258.3382356,573342.9311,7684.160669,1.46363E+11
Asia,Oct-20,381996242,3046598,6850071,48220,80907.694,645.277,1450.861,10.211,258.3382356,573342.9311,7684.160669,1.46363E+11
Asia,Oct-21,2415721146,3695767,35727030,49145,511655.368,782.769,7567.069,10.411,258.3382356,573342.9311,7684.160669,1.46363E+11
Asia,Oct-22,5810380438,3942723,46163555,7656,1230652.117,835.079,9777.549,1.624,258.3382356,573342.9311,7684.160669,1.46363E+11
Asia,Nov-20,456437669,3077099,8043234,48927,96674.562,651.735,1703.577,10.363,258.3382356,573342.9311,7684.160669,1.41642E+11
